court_number,county_name,court_display_name,pool_pct_white,census_pct_white,pool_pct_black,census_pct_black,jury_pct_hisp,census_pct_hisp,jury_pct_mr,census_pct_mr,jury_pct_asian,census_pct_asian,jury_pct_aian,census_pct_aian,jury_pct_nhpi,census_pct_nhpi
181,Cherokee,Cherokee County District Court,96.47,88.62068965517241,0.93,1.7413793103448274,0.00,5.3534482758620685,0.52,7.008620689655172,0.31,0.3706896551724138,0.10,0,0.00,0
191,Chickasaw,Chickasaw County District Court,96.82,92.57220293046498,0.48,0.5420513254848819,0.39,4.615905818582197,0.39,3.8536461421190817,0.19,0.01693910392140256,0.19,0.3895993901922588,0.19,0.01693910392140256
201,Clarke,Clarke County District Court,88.16,77.49948250879734,0.88,0.05174912026495549,2.64,16.808114262057543,1.13,7.275926309252742,0.88,0.5588904988615193,0.63,1.0039329331401365,0.38,0
211,Clay,Clay County District Court,95.68,91.0880262438491,0.59,0.2733734281027884,0.00,4.744547718850617,0.77,4.003401980438612,0.83,0.7532956685499058,0.18,0.15794909179272218,0.00,0
221,Clayton,Clayton County District Court,98.05,94.95091988479399,0.21,0.6583201081525892,0.00,2.3158760947510726,0.41,3.4150355610415564,0.31,0.3291600540762946,0.00,0.058778581085052614,0.00,0
231,Clinton,Clinton County District Court,93.46,89.02048932307426,2.63,3.099334313132186,0.13,3.6050834269905767,1.36,5.891761044350307,0.56,0.6700095098123973,0.29,0.2723264459237486,0.14,0
241,Crawford,Crawford County District Court,81.03,62.08760828162438,1.33,0.9338330159120232,7.12,30.8349204398845,0.60,18.33876021379861,1.61,2.1932788597407384,0.23,0.7188056767217547,0.05,0
251,Dallas,Dallas County District Court,88.56,80.88137225844694,2.79,2.9536529342027267,0.46,6.90297125074096,1.39,6.244442797866034,4.04,4.874592471843509,0.21,0.1722732661529342,0.07,0.02963841138114997
261,Davis,Davis County District Court,97.41,93.82985694004586,0.43,0,0.14,2.4352954024243747,0.58,2.937643332969313,0.43,0.010920607185759528,0.43,0.16380910778639293,0.00,0
271,Decatur,Decatur County District Court,96.32,90.17914679726769,0.78,1.3146023972161363,0.00,3.5313829101688365,0.39,4.58822013146024,0.78,0.7217424925892512,0.19,0.20621214073978608,0.19,0.01288825879623663
281,Delaware,Delaware County District Court,97.46,94.05399248205946,0.78,0.0740403234992596,0.00,1.7143182594828568,0.20,4.163344344458367,0.49,0,0.10,1.0707369859892926,0.00,0
291,Des Moines,Des Moines County District Court,90.68,84.50385844570894,4.69,4.754852287785486,0.21,3.6765661132330396,1.80,7.667524099046432,0.99,1.2056018915477953,0.28,0.32738327227375474,0.12,0.0025982799386805935
301,Dickinson,Dickinson County District Court,97.38,93.3574207893274,0.23,0.033351862145636464,0.00,2.851584213451918,0.64,4.741523068371317,0.52,0.4613674263479711,0.06,0.055586436909394105,0.12,0
311,Dubuque,Dubuque County District Court,94.15,88.25406442492174,2.38,2.9607189740482682,0.06,3.2656770675552864,0.84,5.0257497727961224,1.05,1.367262445723518,0.15,0.03938200545289307,0.30,0.8098555993133394
321,Emmet,Emmet County District Court,94.51,85.21917512416324,0.53,1.6411142301878643,0.53,10.170589505506369,0.61,7.8384798099762465,0.53,0.22673288706542863,0.23,0.06478082487583675,0.00,0.05398402072986396
331,Fayette,Fayette County District Court,96.83,91.01513894649523,0.79,0.7932393197843218,0.08,3.07445043550394,0.95,5.319369556200747,0.32,0.917669017005392,0.08,0.35773537951057655,0.08,0.005184570717544587
341,Floyd,Floyd County District Court,93.95,88.68736951983298,1.80,1.3765657620041754,0.00,3.88178496868476,0.90,6.71320459290188,1.63,1.61143006263048,0.33,0.052192066805845504,0.00,0.0652400835073069
351,Franklin,Franklin County District Court,94.54,80.22298111691443,0.52,0.6729610285255123,0.61,16.49256729610285,0.69,9.943752511048613,0.35,0.3615910004017678,0.35,0.29128163921253514,0.00,0
361,Fremont,Fremont County District Court,96.59,91.41848326680994,0.63,0.5987104697574455,0.00,3.361989560945656,0.74,6.908197727970525,0.46,0.15351550506601166,0.28,0.07675775253300583,0.06,0
371,Greene,Greene County District Court,97.63,92.29972375690608,0.16,0.11510128913443832,0.00,3.533609576427256,0.54,4.845764272559853,0.48,0.6330570902394107,0.43,0.2647329650092081,0.16,0
381,Grundy,Grundy County District Court,97.93,94.87241602067184,0.27,0.5733204134366925,0.00,1.7684108527131783,0.90,1.8410852713178296,0.27,0.476421188630491,0.00,0.4683462532299742,0.18,0
391,Guthrie,Guthrie County District Court,96.33,92.44011976047905,0.48,0.561377245508982,0.19,3.096931137724551,0.58,4.088697604790419,0.39,0.467814371257485,0.19,0.1403443113772455,0.00,0.2526197604790419
401,Hamilton,Hamilton County District Court,93.99,83.77670294236195,0.26,0.9673518742442563,0.26,10.143759236866854,0.78,7.503694746741905,1.70,2.270589815934435,0.26,0.3291683460970039,0.00,0.14107214832728737
411,Hancock,Hancock County District Court,96.43,90.13213382063536,0.20,0.44981726173741915,0.10,5.9507075250679415,0.61,3.551682129135039,0.10,1.2463686627307657,0.61,0.10308312248149189,0.10,0
421,Hardin,Hardin County District Court,95.28,90.0534887913937,0.40,1.081795780996454,0.27,5.475088647154276,0.67,3.3956367570166477,1.08,0.8954865076026204,0.40,0.9135164372858946,0.00,0
431,Harrison,Harrison County District Court,97.53,94.40267905959541,0.26,0.12301804264625478,0.06,2.241662110442865,0.58,4.01175505740842,0.39,0.29387643521049756,0.39,0.06150902132312739,0.06,0
441,Henry,Henry County District Court,93.40,86.20775844831033,1.23,2.549490101979604,0.89,5.543891221755649,1.45,5.798840231953609,1.23,1.0247950409918016,0.34,0.5298940211957609,0.00,0.03499300139972006
451,Howard,Howard County District Court,96.94,92.98041291688725,0.59,0.8364213869772366,0.10,3.3033350979354155,0.30,3.578613022763367,0.79,0.328215987294865,0.20,0.24351508734780308,0.10,0
461,Humboldt,Humboldt County District Court,95.71,90.36596809508914,0.75,0.33364612657699927,0.00,5.7449692419977065,0.86,3.743092482535711,0.75,1.0217912626420602,0.00,0.16682306328849963,0.11,0.7298509018871859
471,Ida,Ida County District Court,97.62,91.50629431341339,0.10,0.33280277817971354,0.10,4.138330198234699,0.89,4.601360150484735,0.00,0.6656055563594271,0.10,0.4630299522500362,0.10,0
481,Iowa,Iowa County District Court,96.62,92.50620948688434,0.54,0.3271339431756225,0.07,3.416732295389835,1.15,4.07100018174108,0.20,0.24232143938934997,0.34,0.09087053977100623,0.00,0
491,Jackson,Jackson County District Court,97.11,93.64620938628158,0.58,0.9747292418772563,0.09,1.5781330582774626,0.89,2.6869520371325426,0.31,0.11346054667354306,0.27,0.06704486848891181,0.36,0.46415678184631254
501,Jasper,Jasper County District Court,95.75,90.75196290246087,0.85,1.5360699794488064,0.04,3.101122411340043,0.81,4.226168519787111,0.81,0.7403699214839016,0.31,0.08431258892343363,0.13,0.17125994625072455
511,Jefferson,Jefferson County District Court,93.80,82.4005093919134,1.21,2.5405921680993315,0.13,4.1006049028971665,0.81,3.457497612225406,2.02,8.182107609041706,0.13,0.7831900668576885,0.13,0
521,Johnson,Johnson County District Court,82.26,74.81597814082062,7.38,7.698593581419698,0.08,6.737785608947963,1.81,7.722214774098404,4.98,5.649295513888623,0.23,0.17428609733208206,0.10,0.019790729001078915
531,Jones,Jones County District Court,97.14,91.52947932618683,0.32,2.459800918836141,0.00,2.598583460949464,0.89,3.9672664624808576,0.19,0.6125574272588056,0.25,0.08135528330781011,0.00,0
541,Keokuk,Keokuk County District Court,97.88,94.58887545344619,0.35,0.2619911326078194,0.00,2.347843611446997,0.50,3.2144296654574767,0.28,0.2015316404675534,0.14,0.09068923821039904,0.00,0
551,Kossuth,Kossuth County District Court,96.69,91.72637090107467,0.37,0.7164508128961147,0.19,4.505373381096721,0.75,4.464039680352714,0.44,0.4133370074400662,0.31,0.13089005235602094,0.00,0.055111600992008826
561,Lee,Lee County District Court,92.63,90.28060681603989,3.89,2.477730824187517,0.20,3.4809837959444256,1.74,4.669686559450339,0.40,0.562429696287964,0.20,0.10640561821664184,0.00,0.0638433709299851
562,Lee,Lee County District Court,94.59,90.28060681603989,2.32,2.477730824187517,0.19,3.4809837959444256,0.90,4.669686559450339,0.13,0.562429696287964,0.13,0.10640561821664184,0.00,0.0638433709299851
571,Linn,Linn County District Court,88.52,82.35030695118346,5.35,5.971635275908245,0.11,4.122536999356533,1.75,6.531190761899793,2.05,2.393001860837203,0.29,0.22043094902697344,0.18,0.02304307751169545
581,Louisa,Louisa County District Court,89.88,76.98070799775239,0.32,1.030155459823937,2.45,16.426297059374413,1.17,8.03521258662671,0.96,2.1633264656302678,0.00,0.6274583255291253,0.11,0
591,Lucas,Lucas County District Court,97.30,93.98806792106471,0.39,0.28682882055988984,0.39,2.9256539697108765,1.16,2.684717760440569,0.19,0.8375401560348784,0.00,0.011473152822395595,0.00,0
601,Lyon,Lyon County District Court,97.49,93.37280052622924,0.14,0.3535602696924848,0.14,3.864495971057392,0.93,4.0700542673902325,0.14,0.4851175793455024,0.07,0.15622430521295838,0.07,0.0328893274132544
611,Madison,Madison County District Court,97.82,94.25144747725392,0.27,0.880302493205719,0.00,2.262790972468392,0.34,2.977667493796526,0.61,0.44901335223915867,0.14,0.0945291267871913,0.00,0.04726456339359565
621,Mahaska,Mahaska County District Court,96.91,91.55351709731619,0.79,1.3305481131647063,0.00,2.4976159120839196,0.97,4.3367694473457155,0.42,1.0399164433949413,0.12,0.08174015712274647,0.00,0.2951727896099178
631,Marion,Marion County District Court,95.50,93.31490398906129,0.65,0.4191189584448011,0.00,2.297723084239938,0.77,3.0884014030081444,1.18,1.4059806194637656,0.59,0.035669698591046906,0.18,0
641,Marshall,Marshall County District Court,82.86,65.96450117166077,1.57,2.054145684798325,4.40,24.617340579348856,1.26,13.743331505210152,2.69,4.118262950590816,0.60,1.261404995762078,0.25,0
651,Mills,Mills County District Court,96.16,92.68945634266886,0.39,0.4049972542559033,0.00,3.864634816035146,0.79,5.107084019769357,0.69,0.5628775398132894,0.25,0.10982976386600769,0.20,0
661,Mitchell,Mitchell County District Court,98.14,95.13947990543736,0.23,0.34988179669030733,0.00,2.430260047281324,0.47,1.8628841607565012,0.12,0.6052009456264775,0.35,0.3215130023640662,0.00,0
671,Monona,Monona County District Court,95.67,92.83627439523198,1.08,0.24541311207198785,0.15,2.7229169101320556,0.82,5.808110319037046,0.57,0,0.93,0.4674535468037864,0.05,0
681,Monroe,Monroe County District Court,98.02,94.7823772128311,0.28,1.1979235990949022,0.00,2.0764009050978305,0.28,2.8084653267669375,0.42,0.4658591774257953,0.57,0.14641288433382138,0.00,0.03993078663649674
691,Montgomery,Montgomery County District Court,96.07,91.95222243978853,0.62,1.8014489915801841,0.28,0.8028196592911689,0.62,3.2993929900137067,0.28,1.0671627178382612,0.62,0.05874290189935383,0.07,0.36224789504601523
701,Muscatine,Muscatine County District Court,86.67,74.97356610822624,1.83,2.2509927394910596,1.75,18.80918254658239,1.73,8.000657910195258,0.93,0.6391127611081088,0.35,0.3195563805540544,0.11,0
711,O'Brien,O'Brien County District Court,94.96,86.98853178536032,0.24,1.6989947614328191,0.18,7.603001557411865,0.83,6.173014299872576,0.83,0.6512813252159139,0.30,0.38935296616168763,0.30,0.15574118646467508
721,Osceola,Osceola County District Court,95.48,84.0327868852459,0.15,0.4754098360655738,0.07,10.60655737704918,0.22,10.147540983606557,0.66,0.5737704918032787,0.44,1.0655737704918031,0.07,0
731,Page,Page County District Court,95.95,90.29145462956843,0.34,1.7117176657193838,0.06,3.337519000726984,1.14,4.778269777278435,0.80,0.6542859031128148,0.29,0.5485427268521579,0.00,0.013217897032582115
741,Palo Alto,Palo Alto County District Court,96.55,91.25578246643349,0.85,1.6360148933769605,0.06,3.5089698747602394,0.97,4.50186167212005,0.42,0.6431230960171499,0.12,0.2369400880063184,0.00,0
751,Plymouth,Plymouth County District Court,94.22,88.02578941235872,0.98,2.3886278012972384,0.22,6.42016545616965,1.08,4.746184021439391,0.76,0.5243329319920768,0.29,0.4272342408824329,0.36,0.43500213617120437
761,Pocahontas,Pocahontas County District Court,95.95,88.5892705080897,0.39,1.2915129151291513,0.39,5.84728924212319,0.52,5.350553505535055,0.26,0.17030939540164633,0.26,0.24127164348566565,0.52,0.7805847289242124
771,Polk,Polk County District Court,82.59,73.15745019128533,6.57,7.43300044716053,0.26,10.3973766582203,1.86,7.736870869975656,4.75,4.978983455060367,0.29,0.31042877726437124,0.13,0.04729964724002583
781,Pottawattamie,Pottawattamie County District Court,92.08,84.54786778557973,1.51,1.937403665011132,0.50,9.136838499743106,1.62,6.9842866929268705,0.70,0.8873522863504025,0.35,0.27080835759547867,0.13,0.17447336872752184
791,Poweshiek,Poweshiek County District Court,94.77,89.79778916149905,0.67,1.0407117821515233,0.00,3.5427338905365326,1.07,5.268266379077918,1.14,2.0490698301428956,0.20,0.3019681854947425,0.00,0
801,Ringgold,Ringgold County District Court,97.61,94.66092572658773,0.00,0.38751345532831,0.00,2.1528525296017222,0.37,2.970936490850377,0.37,0,0.00,0.3444564047362756,0.37,0
811,Sac,Sac County District Court,96.38,91.84642377954381,0.27,0.5057281453194344,0.00,4.3554546392816595,0.81,3.8806894416348436,1.07,0.6502219011249871,0.00,0.08256786046031583,0.13,0.17545670347817113
821,Scott,Scott County District Court,82.98,77.02854393842206,8.09,7.225900302391643,0.41,7.389123064235316,2.44,8.578072024191332,3.00,2.859548245212132,0.46,0.19014019976175203,0.11,0.05268945294602767
831,Shelby,Shelby County District Court,96.87,91.280353200883,0.42,0.3141450161317711,0.08,4.398030225844796,0.76,4.398030225844796,0.08,0.47546272711835624,0.08,0.8575309899813212,0.00,0
841,Sioux,Sioux County District Court,94.09,82.79575831216171,0.47,0.5909643212194853,0.47,14.340550093891528,0.47,6.602783607643875,0.86,0.5440185573842925,0.17,0.3589970175632387,0.04,0.016569093118303322
851,Story,Story County District Court,89.04,80.98361634781917,2.16,2.7830310751896166,0.20,5.159954611510361,1.54,5.7770788127326655,4.89,6.610196484382776,0.20,0.462843150916728,0.12,0.10948977763621523
861,Tama,Tama County District Court,87.94,78.37325112639317,0.66,1.227175717334598,1.19,11.667061892340525,1.07,10.024899217453166,0.36,0.6876926725160066,6.57,6.10030827602561,0.24,0.03557031064737966
871,Taylor,Taylor County District Court,94.48,88.87184730743013,0.63,0.17041581458759372,1.26,8.11179277436946,0.63,3.7321063394683023,0.47,0.15337423312883436,0.16,0.3067484662576687,0.16,0
881,Union,Union County District Court,96.03,91.87025765029601,0.53,1.6342866672225465,0.00,3.835570749603936,1.06,3.0934711915283915,0.93,0.8838489118652547,0.40,0.13341115650796298,0.00,0
891,Van Buren,Van Buren County District Court,96.30,94.36541914100263,0.16,0.4281176633061732,0.00,1.7677116420383925,0.80,2.969203148736362,0.96,0.041430741610274824,0.32,0.055240988813699765,0.00,0
901,Wapello,Wapello County District Court,87.65,75.64617385894464,2.58,3.020191165658051,0.66,13.426842373168938,0.88,8.978564560828008,1.32,1.7928850178157343,0.57,0.4383236242293988,0.94,2.4235054578360953
911,Warren,Warren County District Court,95.54,91.92780606149718,0.65,0.7443621459684978,0.10,3.7126210737194216,0.90,4.649965998272345,1.15,0.748038008417725,0.25,0.28304140859049054,0.25,0.014703449796908599
921,Washington,Washington County District Court,94.22,88.68401223350028,1.14,1.046052923186029,0.06,7.752315943442223,0.89,5.234697043570764,0.44,0.3856212047338327,0.32,0.008864855281237535,0.00,0.01772971056247507
931,Wayne,Wayne County District Court,98.30,93.72320881812615,0.38,0.1837109614206981,0.00,1.1788120024494795,0.38,5.327617881200245,0.00,0.09185548071034905,0.75,0.1224739742804654,0.00,0
941,Webster,Webster County District Court,91.62,83.88006289649189,3.11,3.2559778777856097,0.36,6.612264815919319,1.53,7.9108604890744445,0.87,1.233530336713116,0.41,0.26026134576804205,0.07,0
951,Winnebago,Winnebago County District Court,94.38,88.96343191911556,1.36,2.2394406123027495,0.29,5.849003118208448,1.07,5.990739865822546,0.78,1.3228763110649153,0.10,0.20788056316734382,0.00,0
961,Winneshiek,Winneshiek County District Court,97.72,93.25718311276606,0.30,0.40758818497458865,0.00,3.0795551753635584,0.68,4.5136617521260005,0.76,0.5384189603985307,0.00,0.3673325617672219,0.15,0.005031952900920848
971,Woodbury,Woodbury County District Court,82.85,67.08801189680649,3.38,4.946022005327209,1.63,19.121481077112765,2.14,14.297815467730853,2.63,2.36524325392717,1.42,1.7873445838470732,0.30,0.7294323604431184
981,Worth,Worth County District Court,97.96,93.29251700680273,0.21,0.8027210884353742,0.00,3.510204081632653,0.97,3.659863945578231,0.00,0.5578231292517006,0.11,0.163265306122449,0.00,0
991,Wright,Wright County District Court,91.84,75.53748729575483,0.63,0.4378078336330232,0.88,19.912438433273397,1.00,14.424204518802282,0.75,0.4690798217496677,0.38,0.5472597920412791,0.00,0
